bandwidth_max,bandwidth_min,bandwidth_mean,bandwidth_std,flux_max,flux_min,flux_mean,flux_std,zcr_max,zcr_min,zcr_mean,zcr_std,chroma_max,chroma_min,chroma_mean,chroma_std,mfcc_0_max,mfcc_0_min,mfcc_0_mean,mfcc_0_std,mfcc_1_max,mfcc_1_min,mfcc_1_mean,mfcc_1_std,mfcc_2_max,mfcc_2_min,mfcc_2_mean,mfcc_2_std,mfcc_3_max,mfcc_3_min,mfcc_3_mean,mfcc_3_std,mfcc_4_max,mfcc_4_min,mfcc_4_mean,mfcc_4_std,mfcc_5_max,mfcc_5_min,mfcc_5_mean,mfcc_5_std,mfcc_6_max,mfcc_6_min,mfcc_6_mean,mfcc_6_std,mfcc_7_max,mfcc_7_min,mfcc_7_mean,mfcc_7_std,mfcc_8_max,mfcc_8_min,mfcc_8_mean,mfcc_8_std,mfcc_9_max,mfcc_9_min,mfcc_9_mean,mfcc_9_std,mfcc_10_max,mfcc_10_min,mfcc_10_mean,mfcc_10_std,mfcc_11_max,mfcc_11_min,mfcc_11_mean,mfcc_11_std,mfcc_12_max,mfcc_12_min,mfcc_12_mean,mfcc_12_std,mfcc_13_max,mfcc_13_min,mfcc_13_mean,mfcc_13_std,mfcc_14_max,mfcc_14_min,mfcc_14_mean,mfcc_14_std,mfcc_15_max,mfcc_15_min,mfcc_15_mean,mfcc_15_std,mfcc_16_max,mfcc_16_min,mfcc_16_mean,mfcc_16_std,mfcc_17_max,mfcc_17_min,mfcc_17_mean,mfcc_17_std,mfcc_18_max,mfcc_18_min,mfcc_18_mean,mfcc_18_std,mfcc_19_max,mfcc_19_min,mfcc_19_mean,mfcc_19_std,mfcc_20_max,mfcc_20_min,mfcc_20_mean,mfcc_20_std,genre
2755.992631945309,710.9854364776853,1512.9717892551323,380.69537805497123,25.721796,0.0,1.8907701,3.2418017,0.1396484375,0.0107421875,0.06298072271671827,0.021005301234394137,1.0,0.000337192,0.30396512,0.30775395,8.729569,-434.78052,-173.71587,90.2122,216.88055,10.534009,137.14024,32.895638,91.43088,-87.571175,-23.767647,32.04959,71.98131,-45.361694,26.99174,22.262089,25.127796,-79.84277,-16.687662,17.024559,40.83425,-30.786392,4.2143745,12.638329,16.211609,-47.392334,-12.582618,12.267991,33.373226,-27.346706,5.8545594,9.082866,38.701485,-40.040077,-2.8846729,10.4207115,26.991564,-38.43154,-1.1866812,8.099662,16.745626,-30.577896,-1.9771541,7.44855,33.243423,-27.28809,1.8001548,7.613415,36.87603,-29.360088,-3.0044115,9.680582,25.602716,-32.158615,-1.8699358,6.3364367,22.472542,-27.996994,-0.7962682,7.0526485,26.980724,-28.003765,-3.0132642,7.9358287,29.203526,-30.566605,-0.43592533,7.554105,32.61493,-30.067333,-2.00181,7.4576225,31.130028,-24.18241,-0.7466385,6.870872,20.802301,-29.235159,-5.001238,6.8177133,38.40468,-31.957113,-1.8160439,9.113886,blues
2809.5748147010017,871.5372065279594,1757.3310045214203,469.27497278070103,13.903318,0.0,1.4503832,1.881342,0.42822265625,0.00537109375,0.04395891785990712,0.04354469611875666,1.0,0.0014452799,0.36580706,0.31938475,-77.23607,-443.90714,-287.92355,77.045265,200.54417,0.85215354,123.97104,31.523533,46.204506,-54.543793,5.456122,17.381048,90.413025,-18.544325,33.684544,18.55079,51.472862,-84.38905,1.0892011,21.01286,51.423203,-30.748436,14.704721,15.348381,26.656754,-42.157513,-4.898606,12.217013,46.286224,-34.753807,8.6532755,13.753051,27.232414,-37.771164,0.7827979,12.197828,36.202248,-33.052277,6.5667357,10.686266,16.943077,-36.419357,-4.87944,9.686741,26.3194,-30.78759,-3.1806588,9.17844,23.545124,-30.120634,-5.557003,8.085729,14.179463,-36.868557,-6.786621,7.797515,19.320244,-25.77251,-2.644233,7.4516063,20.108463,-24.798069,-2.9824317,7.382002,20.484444,-21.189075,-3.3811383,6.3134575,12.874517,-35.91405,-1.8614974,6.845003,30.189548,-15.796193,1.8359205,6.0883555,13.167594,-27.95688,-4.8965116,5.3012223,12.287064,-28.999973,-5.538484,5.3849616,blues
2581.660884819979,967.3845334778617,1567.600771502297,211.96910151641993,14.593171,0.0,1.5192202,1.9145677,0.2431640625,0.017578125,0.06912392064144737,0.04879831148262711,1.0,0.0005045949,0.2693326,0.30644625,-42.353096,-404.68405,-207.20874,67.661995,200.27313,36.65721,132.79709,25.794357,73.2023,-94.3755,-15.460706,30.592875,110.05444,2.764378,60.99486,18.182411,36.710777,-62.276894,0.7102411,17.721489,54.34797,-21.824171,12.461279,10.059374,30.67863,-37.661903,1.1609278,10.392875,34.03493,-27.053322,-1.5278946,10.568409,21.196438,-56.518013,-17.901815,9.819367,55.036987,-16.31361,8.369234,9.735621,34.552902,-31.53193,-2.4538188,11.820317,31.849054,-35.391792,-0.59668887,9.624631,37.016014,-25.980186,0.36881664,9.283365,31.256588,-18.912981,2.6052277,7.3317795,16.271763,-30.0428,-5.193015,6.773997,23.986382,-33.801144,-9.530149,8.326241,20.220146,-37.08048,-9.2374,7.975776,28.587742,-26.087307,-2.8406756,8.298301,34.0166,-29.708895,-1.4114445,10.610353,26.28781,-30.738796,-5.9310284,9.567372,59.39563,-24.917517,7.7731133,12.110876,blues
2681.1506591468706,1236.4438015859791,1827.3844642954127,279.493502538533,8.609831,0.0,1.3769192,1.4276712,0.20947265625,0.017578125,0.051417300575657895,0.03544030759515154,1.0,8.821917e-05,0.26472628,0.30194417,-73.96017,-320.58655,-209.78221,44.38294,175.92834,50.645035,124.46592,23.290462,61.64186,-75.74507,10.285804,25.728228,87.453545,0.25916094,47.030174,12.177269,39.4971,-34.487495,6.4823847,10.098318,53.17272,-22.85441,15.417021,12.095588,25.959454,-33.6482,-2.0100777,8.332418,36.980354,-34.05921,6.735786,8.717909,0.7180797,-61.13082,-21.54862,9.820377,49.48905,-12.006659,10.7284975,9.790461,25.324743,-31.17745,-5.532432,9.524994,20.227453,-29.513935,-2.2020378,7.695251,21.711115,-27.524166,-3.051727,7.2376456,40.860344,-17.787758,8.64402,8.474669,36.40822,-26.939098,-0.31084585,8.28486,52.31706,-28.159435,-0.6361449,9.414431,41.722397,-26.597538,-2.935938,9.872068,51.655243,-26.030022,-1.706597,10.213806,35.328503,-33.71399,-1.7654228,9.428778,32.78711,-51.498657,-7.755964,10.674804,46.19108,-34.510765,3.4221115,10.412065,blues
2617.482553252717,1035.3289453993825,1705.858376666551,310.4303169323862,10.899676,0.0,1.3879123,1.4333823,0.21630859375,0.00244140625,0.045045834945820436,0.03950987106446065,1.0,0.00010258725,0.32904086,0.32870594,-74.082,-439.14618,-305.69858,90.5473,182.83139,45.013935,113.04164,26.10366,70.966934,-91.98787,12.114901,38.257935,130.39055,9.259592,45.039444,14.991419,55.067192,-30.21457,17.73924,15.779799,48.877003,-37.51184,14.59463,12.438758,36.459343,-33.766163,4.1571283,12.554844,26.839132,-34.870724,0.24009785,12.913715,16.98191,-45.005127,-7.013088,9.8775425,49.074913,-25.674366,13.649843,8.767174,44.45024,-24.081753,8.923058,9.4865055,34.133636,-26.126194,1.3016899,7.9207954,33.06391,-14.400393,5.952128,8.022302,30.57139,-21.951824,8.542282,8.720549,27.721184,-38.346138,1.1171257,11.709361,25.461119,-23.93962,0.5882188,8.224779,29.120087,-38.96142,0.060077395,9.831122,21.72679,-35.29335,-3.706519,8.102942,46.16568,-28.051739,-1.001884,9.452686,45.11786,-26.79745,-1.8044139,10.656262,63.987865,-18.082024,4.9643803,13.304776,blues
2761.718412631717,1131.2916176052606,1730.9171014728959,285.16918569451474,9.138925,0.0,1.4600526,1.4099792,0.26025390625,0.013671875,0.0637176797116873,0.04406925502867672,1.0,0.00017143859,0.27034655,0.30876872,-63.736202,-373.55765,-238.53304,66.202576,178.63504,5.0758905,120.08829,26.99122,62.201294,-91.12515,-4.2245555,31.297773,122.26892,-24.849487,42.310043,19.574749,57.03898,-48.91075,5.9163294,17.288063,50.238693,-31.443794,13.914182,10.838106,41.62903,-39.53035,5.3575773,10.939125,37.91277,-40.506012,1.9037092,11.995671,10.054321,-52.752014,-16.92988,9.480667,50.705322,-13.147654,12.339311,8.733511,37.76104,-17.285477,3.9409604,9.037074,27.195774,-27.959585,-1.3906771,7.804614,33.043022,-38.780407,0.014792144,7.785207,39.95899,-26.69265,3.5804958,9.4633465,46.118454,-31.160812,-4.5049934,10.096966,34.157707,-38.481644,-5.541951,8.801717,30.29411,-36.478516,-6.8830776,9.676661,38.0523,-37.86779,-4.8263903,8.10849,30.085135,-26.683765,1.7385828,8.848998,41.269753,-27.821712,-1.8840166,11.454889,58.420586,-23.31276,6.89214,12.667523,blues
2719.941331351517,1127.6578765697604,1825.9090253512054,341.8276044486433,12.5332,0.0,1.4060416,1.330973,0.2275390625,0.0107421875,0.061350725014512386,0.03767737157691678,1.0,0.0010295004,0.30829644,0.31676856,-60.082573,-350.7842,-233.79489,70.44123,184.08731,53.577538,120.66705,23.711533,58.176723,-89.53128,-3.167561,34.757095,112.34845,-24.290476,39.53927,19.910841,41.028023,-58.341866,3.8588552,16.844215,55.31257,-18.578053,18.839672,12.497924,30.083912,-40.351345,-3.6889172,10.01887,37.340866,-31.532501,4.4318447,10.562872,7.7378407,-50.633602,-14.975374,10.074906,49.674217,-8.713963,17.571035,10.108127,30.497347,-29.517902,1.8447447,10.42193,24.109772,-22.070328,2.538607,8.149384,23.64556,-29.544947,-1.2386855,8.067007,39.211945,-17.65776,8.439363,8.063074,31.836773,-24.566383,-0.20983858,7.6912823,36.915436,-29.888176,-3.9067852,8.820778,38.011448,-29.986599,-4.478641,9.075767,43.956394,-23.312035,-0.012232152,9.240238,46.825176,-29.04747,1.2932649,9.145825,44.170677,-33.595463,-2.0874293,10.037049,58.43318,-31.859451,6.7976127,11.795397,blues
2367.5512279539726,849.5416003808788,1410.8359525955855,264.1699764909565,11.600145,0.0,1.5879235,1.7393849,0.154296875,0.0087890625,0.04832397083010836,0.029080134268729036,1.0,0.0019222241,0.30223948,0.30567795,-76.57982,-398.8249,-245.75414,72.07491,194.8542,43.72338,140.48093,28.298141,78.83075,-76.390785,-2.771439,28.210205,115.4548,5.6647987,60.42012,18.994875,53.01227,-33.38017,18.9254,15.329366,49.358418,-34.2734,9.8371,9.987851,34.655792,-28.817472,3.5665774,10.89083,34.447357,-28.138216,0.53618747,9.650059,11.219564,-53.54915,-16.36736,11.359438,42.231384,-20.43495,6.6298547,10.260237,43.174866,-17.965652,7.269149,9.8356695,19.69696,-32.23047,-4.0157304,8.446647,29.240992,-23.295906,1.6074536,8.5421295,40.28675,-16.237728,5.898682,8.871509,21.537418,-24.926437,-3.017608,7.486734,25.29088,-26.431183,-4.7748995,7.642668,23.842422,-28.841673,-3.02707,8.104085,21.06739,-27.165522,-1.9985329,8.059941,22.497887,-21.85588,-0.058759045,7.9291935,27.087929,-29.154062,-3.9718897,8.046971,29.900354,-29.756208,-0.40389112,8.618911,blues
2865.289467640966,1228.358047998829,2054.2241656656934,381.4960413998074,8.342714,0.0,1.2213365,1.2161913,0.25830078125,0.0107421875,0.056131935710139316,0.041510898956046816,1.0,4.8981266e-05,0.2700793,0.31256852,-61.133617,-342.5981,-252.51877,53.61874,164.98615,18.373013,104.93698,24.581554,53.324875,-78.31021,15.316828,25.72705,100.52335,5.096287,42.673473,12.750804,35.395454,-25.411362,6.7626176,9.637907,46.28088,-10.502995,21.623577,10.824914,24.682344,-21.304718,-1.3132769,8.57424,32.00474,-18.825602,5.6919336,10.023236,7.724514,-58.34362,-16.619516,11.194995,47.192566,-12.718079,12.161626,11.117656,28.746078,-22.604063,-1.96795,7.221668,27.459505,-24.110619,1.9697651,8.042828,28.968735,-22.092445,-0.8889585,6.976862,38.08629,-16.649746,7.771046,8.456111,44.293232,-22.917065,2.3869517,10.096329,40.42736,-27.840527,1.7799877,9.651304,49.18514,-33.86338,1.3449866,11.483342,47.127,-26.016083,3.6371133,13.482833,50.60308,-24.538937,4.9108076,12.319188,41.161823,-28.700783,-2.6554036,9.823951,47.717697,-32.070778,4.109193,11.081474,blues
2407.5175967511964,973.8691408986492,1480.9442636776544,216.57655920034145,11.243209,0.0,1.5633832,1.715462,0.23388671875,0.01220703125,0.05887114817143963,0.04241648363749193,1.0,0.000500128,0.25735947,0.30988023,-64.86793,-412.23358,-236.6889,74.70635,184.99762,22.296444,138.40428,23.166365,71.953445,-96.24663,-4.923575,34.172825,100.06905,-11.101738,47.647713,17.647171,53.775158,-55.65261,5.152376,21.601053,51.21553,-17.34798,8.895284,9.574511,31.387531,-30.871738,0.4828563,9.904786,44.41987,-33.34583,-3.8016672,12.6051855,9.427466,-43.373554,-14.974892,8.792124,53.227562,-14.383453,10.432587,10.22606,42.111496,-34.783287,-0.35396177,11.592767,30.545021,-24.83081,0.7883456,8.970575,29.43871,-33.07469,1.7829305,8.832467,35.919777,-22.157671,4.2302113,8.583075,20.712732,-30.654362,-0.471017,7.958815,25.668274,-34.648758,-6.1056542,8.9880905,29.47185,-32.28077,-5.387077,9.773833,44.07787,-20.461624,-1.3430606,9.6274805,37.270065,-26.132376,-3.722793,8.518503,29.873043,-31.275757,-4.3624997,8.173014,39.274834,-28.125881,4.546531,9.768183,blues
2753.133658151537,1199.1076977839127,1911.3143994084123,297.8975222873645,10.567723,0.0,1.3927286,1.3979126,0.19140625,0.01953125,0.05256015080785604,0.02481177495607362,1.0,0.00044807728,0.30279943,0.30718228,-57.98493,-335.02173,-230.42657,54.645504,177.18585,35.859802,127.100525,19.935543,54.963333,-72.2222,7.145355,24.487257,102.58027,-0.24699497,39.784317,13.249691,44.47673,-59.704826,1.9449425,10.760222,46.079746,-21.652498,17.40534,10.012038,34.54147,-44.5885,-5.639429,8.914257,41.13259,-30.092976,8.25213,8.327551,9.135861,-42.373035,-18.104385,7.745546,47.52311,-11.149304,13.842513,8.527892,32.60694,-39.68875,-3.760913,8.461935,32.842728,-21.308205,2.5718598,8.635147,21.57011,-31.174278,-4.3208055,7.914323,32.126854,-19.662361,6.8123913,7.8676,25.47397,-35.539528,-6.159839,7.7892566,17.906483,-27.778358,-6.2154546,7.0458207,19.954716,-28.738209,-4.5115924,7.26744,36.865974,-25.635557,-1.8506044,8.523207,38.92212,-23.549314,-0.5394865,9.7045555,33.259712,-22.959682,1.504397,8.595275,39.944702,-20.847763,9.011649,9.480594,blues
